naics,naics_title,short_title,short_label,full_label,match_level,avg_future_productivity,avg_future_revenue
311812,Commercial Bakeries,Commercial Bakeries,311812 | Commercial Bakeries,311812 - Commercial Bakeries,exact,199.47935,342.4902
333111,Farm Machinery and Equipment Manufacturing,Farm Mach & Equip Mfg,333111 | Farm Mach & Equip Mfg,333111 - Farm Machinery and Equipment Manufacturing,exact,197.45888,438.0602
334519,Other Measuring and Controlling Device Manufacturing,Other Measuring & Controlling Device Mfg,334519 | Other Measuring & Controlling Device Mfg,334519 - Other Measuring and Controlling Device Manufacturing,exact,196.8864,343.6672
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",Nonferrous Metal (except Copper & Alu...,331491 | Nonferrous Metal (except Copper & Alu...,"331491 - Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",exact,196.3463,430.7405
333911,Pump and Compressor ManufacturingT,Pump & Compressor MfgT,333911 | Pump & Compressor MfgT,333911 - Pump and Compressor ManufacturingT,prefix_5_digit,195.76392,405.3981
334290,Other Communications Equipment Manufacturing,Other Communications Equip Mfg,334290 | Other Communications Equip Mfg,334290 - Other Communications Equipment Manufacturing,exact,195.48462,328.80228
336340,Motor Vehicle Brake System Manufacturing,Motor Vehicle Brake System Mfg,336340 | Motor Vehicle Brake System Mfg,336340 - Motor Vehicle Brake System Manufacturing,exact,194.94838,539.01105
325920,Explosives Manufacturing,Explosives Mfg,325920 | Explosives Mfg,325920 - Explosives Manufacturing,exact,194.25584,313.74216
333992,Welding and Soldering Equipment Manufacturing,Welding & Soldering Equip Mfg,333992 | Welding & Soldering Equip Mfg,333992 - Welding and Soldering Equipment Manufacturing,exact,194.10384,392.50864
335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,All Other Misc Elec Equip & Component...,335999 | All Other Misc Elec Equip & Component...,335999 - All Other Miscellaneous Electrical Equipment and Component Manufacturing,exact,193.33661,347.3325
335228,Major Household Appliance ManufacturingT,Major Household Appliance MfgT,335228 | Major Household Appliance MfgT,335228 - Major Household Appliance ManufacturingT,prefix_5_digit,192.58612,426.51874
333993,Packaging Machinery Manufacturing,Pkg Mach Mfg,333993 | Pkg Mach Mfg,333993 - Packaging Machinery Manufacturing,exact,192.12979,345.93814
311710,Seafood Product Preparation and Packaging,Seafood Prod Prep & Pkg,311710 | Seafood Prod Prep & Pkg,311710 - Seafood Product Preparation and Packaging,exact,191.94197,477.84528
327212,Other Pressed and Blown Glass and Glassware Manufacturing,Other Pressed & Blown Glass & Glasswa...,327212 | Other Pressed & Blown Glass & Glasswa...,327212 - Other Pressed and Blown Glass and Glassware Manufacturing,exact,190.35815,270.6131
334210,Telephone Apparatus Manufacturing,Telephone Apparatus Mfg,334210 | Telephone Apparatus Mfg,334210 - Telephone Apparatus Manufacturing,exact,188.85493,425.98492
339114,Dental Equipment and Supplies Manufacturing,Dental Equip & Supp Mfg,339114 | Dental Equip & Supp Mfg,339114 - Dental Equipment and Supplies Manufacturing,exact,188.7636,280.28418
333244,Industrial Machinery ManufacturingT,Industrial Mach MfgT,333244 | Industrial Mach MfgT,333244 - Industrial Machinery ManufacturingT,prefix_5_digit,188.36182,335.87482
336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,Motor Vehicle Transmission & Power Tr...,336350 | Motor Vehicle Transmission & Power Tr...,336350 - Motor Vehicle Transmission and Power Train Parts Manufacturing,exact,188.22034,609.6708
335929,Other Communication and Energy Wire Manufacturing,Other Communication & Energy Wire Mfg,335929 | Other Communication & Energy Wire Mfg,335929 - Other Communication and Energy Wire Manufacturing,exact,188.07437,519.4456
311821,Cookie and Cracker Manufacturing,Cookie & Cracker Mfg,311821 | Cookie & Cracker Mfg,311821 - Cookie and Cracker Manufacturing,exact,187.8702,316.2549
311520,Ice Cream and Frozen Dessert Manufacturing,Ice Cream & Frozen Dessert Mfg,311520 | Ice Cream & Frozen Dessert Mfg,311520 - Ice Cream and Frozen Dessert Manufacturing,exact,186.76833,412.40573
333318,Commercial and Service Industry Machinery ManufacturingT,Commercial & Svc Ind Mach MfgT,333318 | Commercial & Svc Ind Mach MfgT,333318 - Commercial and Service Industry Machinery ManufacturingT,prefix_5_digit,185.33902,328.69
313320,Fabric Coating Mills,Fabric Coating Mills,313320 | Fabric Coating Mills,313320 - Fabric Coating Mills,exact,185.15706,354.08752
333132,Oil and Gas Field Machinery and Equipment Manufacturing,Oil & Gas Field Mach & Equip Mfg,333132 | Oil & Gas Field Mach & Equip Mfg,333132 - Oil and Gas Field Machinery and Equipment Manufacturing,exact,184.24652,376.71597
335210,Small Electrical Appliance Manufacturing,Small Elec Appliance Mfg,335210 | Small Elec Appliance Mfg,335210 - Small Electrical Appliance Manufacturing,exact,183.83325,361.35754
333519,Rolling Mill and Other Metalworking Machinery Manufacturing,Rolling Mill & Other Metalworking Mac...,333519 | Rolling Mill & Other Metalworking Mac...,333519 - Rolling Mill and Other Metalworking Machinery Manufacturing,exact,183.46309,301.17566
332911,Industrial Valve Manufacturing,Industrial Valve Mfg,332911 | Industrial Valve Mfg,332911 - Industrial Valve Manufacturing,exact,183.4421,316.899
322211,Corrugated and Solid Fiber Box Manufacturing,Corrugated & Solid Fiber Box Mfg,322211 | Corrugated & Solid Fiber Box Mfg,322211 - Corrugated and Solid Fiber Box Manufacturing,exact,182.71362,473.77414
327120,Clay Building Material and Refractories Manufacturing,Clay Building Material & Refractories...,327120 | Clay Building Material & Refractories...,327120 - Clay Building Material and Refractories Manufacturing,exact,181.63094,273.23438
327320,Ready-Mix Concrete Manufacturing,Ready-Mix Concrete Mfg,327320 | Ready-Mix Concrete Mfg,327320 - Ready-Mix Concrete Manufacturing,exact,181.28749,378.3243
335221,Major Household Appliance ManufacturingT,Major Household Appliance MfgT,335221 | Major Household Appliance MfgT,335221 - Major Household Appliance ManufacturingT,prefix_5_digit,181.12448,374.24615
336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,Motor Vehicle Elec & Elec Equip Mfg,336320 | Motor Vehicle Elec & Elec Equip Mfg,336320 - Motor Vehicle Electrical and Electronic Equipment Manufacturing,exact,180.73381,451.8909
333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,Air-Conditioning & Warm Air Heating E...,333415 | Air-Conditioning & Warm Air Heating E...,333415 - Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,exact,180.61513,408.78235
331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,Iron & Steel Pipe & Tube Mfg from Pur...,331210 | Iron & Steel Pipe & Tube Mfg from Pur...,331210 - Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,exact,180.50935,466.50958
336510,Railroad Rolling Stock Manufacturing,Railroad Rolling Stock Mfg,336510 | Railroad Rolling Stock Mfg,336510 - Railroad Rolling Stock Manufacturing,exact,180.33658,606.63403
326111,Plastics Bag and Pouch Manufacturing,Plast Bag & Pouch Mfg,326111 | Plast Bag & Pouch Mfg,326111 - Plastics Bag and Pouch Manufacturing,exact,179.44333,389.6395
334419,Other Electronic Component Manufacturing,Other Elec Component Mfg,334419 | Other Elec Component Mfg,334419 - Other Electronic Component Manufacturing,exact,178.685,261.62393
331420,"Copper Rolling, Drawing, Extruding, and Alloying","Copper Rolling, Drawing, Extruding, &...","331420 | Copper Rolling, Drawing, Extruding, &...","331420 - Copper Rolling, Drawing, Extruding, and Alloying",exact,178.49825,774.7053
333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing","Speed Changer, Industrial High-Speed ...","333612 | Speed Changer, Industrial High-Speed ...","333612 - Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",exact,178.24225,295.0371
311911,Roasted Nuts and Peanut Butter Manufacturing,Roasted Nuts & Peanut Butter Mfg,311911 | Roasted Nuts & Peanut Butter Mfg,311911 - Roasted Nuts and Peanut Butter Manufacturing,exact,177.19989,691.8819
311352,Confectionery Manufacturing from Purchased Chocolate,Confectionery Mfg from Purchased Choc...,311352 | Confectionery Mfg from Purchased Choc...,311352 - Confectionery Manufacturing from Purchased Chocolate,exact,177.05421,385.85495
333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing","Overhead Traveling Crane, Hoist, & Mo...","333923 | Overhead Traveling Crane, Hoist, & Mo...","333923 - Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",exact,175.92778,441.1219
336611,Ship Building and Repairing,Ship Building & Repairing,336611 | Ship Building & Repairing,336611 - Ship Building and Repairing,exact,175.85646,251.70227
334417,Electronic Connector Manufacturing,Elec Connector Mfg,334417 | Elec Connector Mfg,334417 - Electronic Connector Manufacturing,exact,175.68098,317.40994
335991,Carbon and Graphite Product Manufacturing,Carbon & Graphite Prod Mfg,335991 | Carbon & Graphite Prod Mfg,335991 - Carbon and Graphite Product Manufacturing,exact,175.32066,418.89822
327331,Concrete Block and Brick Manufacturing,Concrete Block & Brick Mfg,327331 | Concrete Block & Brick Mfg,327331 - Concrete Block and Brick Manufacturing,exact,175.0065,304.44913
333999,All Other General Purpose Machinery ManufacturingT,All Other General Purpose Mach MfgT,333999 | All Other General Purpose Mach MfgT,333999 - All Other General Purpose Machinery ManufacturingT,prefix_5_digit,174.95416,327.33746
321113,Sawmills,Sawmills,321113 | Sawmills,321113 - Sawmills,exact,174.81831,387.67715
337910,Mattress Manufacturing,Mattress Mfg,337910 | Mattress Mfg,337910 - Mattress Manufacturing,exact,174.76595,354.56024
331513,Steel Foundries (except Investment),Steel Foundries (except Investment),331513 | Steel Foundries (except Investment),331513 - Steel Foundries (except Investment),exact,173.62262,301.66544
326220,Rubber and Plastics Hoses and Belting Manufacturing,Rubber & Plast Hoses & Belting Mfg,326220 | Rubber & Plast Hoses & Belting Mfg,326220 - Rubber and Plastics Hoses and Belting Manufacturing,exact,173.05045,298.56628
333921,Elevator and Moving Stairway Manufacturing,Elevator & Moving Stairway Mfg,333921 | Elevator & Moving Stairway Mfg,333921 - Elevator and Moving Stairway Manufacturing,exact,173.04678,345.266
327910,Abrasive Product Manufacturing,Abrasive Prod Mfg,327910 | Abrasive Prod Mfg,327910 - Abrasive Product Manufacturing,exact,172.87578,296.10294
331511,Iron Foundries,Iron Foundries,331511 | Iron Foundries,331511 - Iron Foundries,exact,171.9629,320.27402
339910,Jewelry and Silverware Manufacturing,Jewelry & Silverware Mfg,339910 | Jewelry & Silverware Mfg,339910 - Jewelry and Silverware Manufacturing,exact,170.98317,325.65536
332410,Power Boiler and Heat Exchanger Manufacturing,Power Boiler & Heat Exchanger Mfg,332410 | Power Boiler & Heat Exchanger Mfg,332410 - Power Boiler and Heat Exchanger Manufacturing,exact,170.47021,310.3415
339920,Sporting and Athletic Goods Manufacturing,Sporting & Athletic Goods Mfg,339920 | Sporting & Athletic Goods Mfg,339920 - Sporting and Athletic Goods Manufacturing,exact,169.93744,299.36404
336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,Other Guided Missile & Space Vehicle ...,336419 | Other Guided Missile & Space Vehicle ...,336419 - Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,exact,169.08517,248.83412
326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,Urethane & Other Foam Prod (except Po...,326150 | Urethane & Other Foam Prod (except Po...,326150 - Urethane and Other Foam Product (except Polystyrene) Manufacturing,exact,168.75479,369.8183
333913,Pump and Compressor ManufacturingT,Pump & Compressor MfgT,333913 | Pump & Compressor MfgT,333913 - Pump and Compressor ManufacturingT,prefix_5_digit,168.62086,335.81158
322220,Paper Bag and Coated and Treated Paper Manufacturing,Paper Bag & Coated & Treated Paper Mfg,322220 | Paper Bag & Coated & Treated Paper Mfg,322220 - Paper Bag and Coated and Treated Paper Manufacturing,exact,168.43701,414.93207
333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing","Industrial Truck, Tractor, Trailer, &...","333924 | Industrial Truck, Tractor, Trailer, &...","333924 - Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",exact,167.73448,340.36914
335911,Battery ManufacturingT,Battery MfgT,335911 | Battery MfgT,335911 - Battery ManufacturingT,prefix_5_digit,166.98824,333.55283
333995,Fluid Power Cylinder and Actuator Manufacturing,Fluid Power Cylinder & Actuator Mfg,333995 | Fluid Power Cylinder & Actuator Mfg,333995 - Fluid Power Cylinder and Actuator Manufacturing,exact,166.321,303.22726
334310,Audio and Video Equipment Manufacturing,Audio & Video Equip Mfg,334310 | Audio & Video Equip Mfg,334310 - Audio and Video Equipment Manufacturing,exact,165.9905,306.1765
335122,Electric Lighting Equipment ManufacturingT,Electric Lighting Equip MfgT,335122 | Electric Lighting Equip MfgT,335122 - Electric Lighting Equipment ManufacturingT,prefix_4_digit,165.84018,300.04773
333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,Lawn & Garden Tractor & Home Lawn & G...,333112 | Lawn & Garden Tractor & Home Lawn & G...,333112 - Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,exact,165.78769,497.97415
311412,Frozen Specialty Food Manufacturing,Frozen Specialty Food Mfg,311412 | Frozen Specialty Food Mfg,311412 - Frozen Specialty Food Manufacturing,exact,165.49516,381.29492
336390,Other Motor Vehicle Parts Manufacturing,Other Motor Vehicle Parts Mfg,336390 | Other Motor Vehicle Parts Mfg,336390 - Other Motor Vehicle Parts Manufacturing,exact,165.48744,519.75934
321212,Softwood Veneer and Plywood Manufacturing,Softwood Veneer & Plywood Mfg,321212 | Softwood Veneer & Plywood Mfg,321212 - Softwood Veneer and Plywood Manufacturing,exact,165.46967,379.5696
332510,Hardware Manufacturing,Hardware Mfg,332510 | Hardware Mfg,332510 - Hardware Manufacturing,exact,165.22502,304.70258
335314,Relay and Industrial Control Manufacturing,Relay & Industrial Control Mfg,335314 | Relay & Industrial Control Mfg,335314 - Relay and Industrial Control Manufacturing,exact,164.90714,302.15396
332439,Other Metal Container Manufacturing,Other Metal Container Mfg,332439 | Other Metal Container Mfg,332439 - Other Metal Container Manufacturing,exact,164.406,342.32538
332992,Small Arms Ammunition Manufacturing,Small Arms Ammunition Mfg,332992 | Small Arms Ammunition Mfg,332992 - Small Arms Ammunition Manufacturing,exact,164.39911,296.20016
327332,Concrete Pipe Manufacturing,Concrete Pipe Mfg,327332 | Concrete Pipe Mfg,327332 - Concrete Pipe Manufacturing,exact,164.34555,264.78967
322299,All Other Converted Paper Product Manufacturing,All Other Converted Paper Prod Mfg,322299 | All Other Converted Paper Prod Mfg,322299 - All Other Converted Paper Product Manufacturing,exact,164.00839,328.52954
331222,Steel Wire Drawing,Steel Wire Drawing,331222 | Steel Wire Drawing,331222 - Steel Wire Drawing,exact,163.92136,349.44452
335129,Electric Lighting Equipment ManufacturingT,Electric Lighting Equip MfgT,335129 | Electric Lighting Equip MfgT,335129 - Electric Lighting Equipment ManufacturingT,prefix_4_digit,163.63371,309.53418
336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,Guided Missile & Space Vehicle Propul...,336415 | Guided Missile & Space Vehicle Propul...,336415 - Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,exact,163.56207,325.7678
332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing","Metal Kitchen Cookware, Utensil, Cutl...","332215 | Metal Kitchen Cookware, Utensil, Cutl...","332215 - Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",exact,163.38715,378.94714
332919,Other Metal Valve and Pipe Fitting Manufacturing,Other Metal Valve & Pipe Fitting Mfg,332919 | Other Metal Valve & Pipe Fitting Mfg,332919 - Other Metal Valve and Pipe Fitting Manufacturing,exact,163.21384,320.53128
326299,All Other Rubber Product Manufacturing,All Other Rubber Prod Mfg,326299 | All Other Rubber Prod Mfg,326299 - All Other Rubber Product Manufacturing,exact,162.68222,319.92798
332912,Fluid Power Valve and Hose Fitting Manufacturing,Fluid Power Valve & Hose Fitting Mfg,332912 | Fluid Power Valve & Hose Fitting Mfg,332912 - Fluid Power Valve and Hose Fitting Manufacturing,exact,162.13481,304.2622
326160,Plastics Bottle Manufacturing,Plast Bottle Mfg,326160 | Plast Bottle Mfg,326160 - Plastics Bottle Manufacturing,exact,161.66895,390.6324
334613,Manufacturing and Reproducing Magnetic and Optical MediaT,Mfg & Reproducing Magnetic & Optical ...,334613 | Mfg & Reproducing Magnetic & Optical ...,334613 - Manufacturing and Reproducing Magnetic and Optical MediaT,prefix_5_digit,161.4596,522.14954
332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)","Metal Crown, Closure, & Other Metal S...","332119 | Metal Crown, Closure, & Other Metal S...","332119 - Metal Crown, Closure, and Other Metal Stamping (except Automotive)",exact,161.34308,268.0685
332312,Fabricated Structural Metal Manufacturing,Fab Structural Metal Mfg,332312 | Fab Structural Metal Mfg,332312 - Fabricated Structural Metal Manufacturing,exact,161.21335,319.501
312113,Ice Manufacturing,Ice Mfg,312113 | Ice Mfg,312113 - Ice Manufacturing,exact,160.6142,297.57632
326122,Plastics Pipe and Pipe Fitting Manufacturing,Plast Pipe & Pipe Fitting Mfg,326122 | Plast Pipe & Pipe Fitting Mfg,326122 - Plastics Pipe and Pipe Fitting Manufacturing,exact,160.59357,420.96033
332811,Metal Heat Treating,Metal Heat Treating,332811 | Metal Heat Treating,332811 - Metal Heat Treating,exact,160.59328,255.82964
331318,"Other Aluminum Rolling, Drawing, and Extruding","Other Aluminum Rolling, Drawing, & Ex...","331318 | Other Aluminum Rolling, Drawing, & Ex...","331318 - Other Aluminum Rolling, Drawing, and Extruding",exact,160.5923,405.35556
322219,Other Paperboard Container Manufacturing,Other Paperbd Container Mfg,322219 | Other Paperbd Container Mfg,322219 - Other Paperboard Container Manufacturing,exact,160.46587,358.78384
339940,Office Supplies (except Paper) Manufacturing,Office Supp (except Paper) Mfg,339940 | Office Supp (except Paper) Mfg,339940 - Office Supplies (except Paper) Manufacturing,exact,160.11076,302.8784
336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,Motor Vehicle Steering & Suspension C...,336330 | Motor Vehicle Steering & Suspension C...,336330 - Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,exact,159.99112,396.69037
321213,"Veneer, Plywood, and Engineered Wood Product ManufacturingT","Veneer, Plywood, & Engineered Wood Pr...","321213 | Veneer, Plywood, & Engineered Wood Pr...","321213 - Veneer, Plywood, and Engineered Wood Product ManufacturingT",prefix_5_digit,159.96094,492.0113
333249,Industrial Machinery ManufacturingT,Industrial Mach MfgT,333249 | Industrial Mach MfgT,333249 - Industrial Machinery ManufacturingT,prefix_5_digit,159.95363,299.2744
332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing","Bolt, Nut, Screw, Rivet, & Washer Mfg","332722 | Bolt, Nut, Screw, Rivet, & Washer Mfg","332722 - Bolt, Nut, Screw, Rivet, and Washer Manufacturing",exact,159.6365,292.1038
333517,Machine Tool Manufacturing,Machine Tool Mfg,333517 | Machine Tool Mfg,333517 - Machine Tool Manufacturing,exact,158.91956,278.85855
331512,Steel Investment Foundries,Steel Investment Foundries,331512 | Steel Investment Foundries,331512 - Steel Investment Foundries,exact,157.84508,289.9696
335121,Electric Lighting Equipment ManufacturingT,Electric Lighting Equip MfgT,335121 | Electric Lighting Equip MfgT,335121 - Electric Lighting Equipment ManufacturingT,prefix_4_digit,157.57254,263.79013
335312,Motor and Generator Manufacturing,Motor & Generator Mfg,335312 | Motor & Generator Mfg,335312 - Motor and Generator Manufacturing,exact,156.66475,365.28616
334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",Instruments & Related Prod Mfg for Me...,334513 | Instruments & Related Prod Mfg for Me...,"334513 - Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",exact,155.93678,270.5516
335313,Switchgear and Switchboard Apparatus Manufacturing,Switchgear & Switchboard Apparatus Mfg,335313 | Switchgear & Switchboard Apparatus Mfg,335313 - Switchgear and Switchboard Apparatus Manufacturing,exact,155.25108,346.7532
332991,Ball and Roller Bearing Manufacturing,Ball & Roller Bearing Mfg,332991 | Ball & Roller Bearing Mfg,332991 - Ball and Roller Bearing Manufacturing,exact,155.17734,277.80966
333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,Heating Equip (except Warm Air Furnac...,333414 | Heating Equip (except Warm Air Furnac...,333414 - Heating Equipment (except Warm Air Furnaces) Manufacturing,exact,155.15637,282.14825
332613,Spring Manufacturing,Spring Mfg,332613 | Spring Mfg,332613 - Spring Manufacturing,exact,155.00528,281.60135
339994,"Broom, Brush, and Mop Manufacturing","Broom, Brush, & Mop Mfg","339994 | Broom, Brush, & Mop Mfg","339994 - Broom, Brush, and Mop Manufacturing",exact,154.17209,304.29828
311612,Meat Processed from Carcasses,Meat Processed from Carcasses,311612 | Meat Processed from Carcasses,311612 - Meat Processed from Carcasses,exact,153.8505,481.5532
311411,"Frozen Fruit, Juice, and Vegetable Manufacturing","Frozen Fruit, Juice, & Vegetable Mfg","311411 | Frozen Fruit, Juice, & Vegetable Mfg","311411 - Frozen Fruit, Juice, and Vegetable Manufacturing",exact,153.82599,336.79288
326140,Polystyrene Foam Product Manufacturing,Polystyrene Foam Prod Mfg,326140 | Polystyrene Foam Prod Mfg,326140 - Polystyrene Foam Product Manufacturing,exact,153.74094,314.3273
333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing","Sawmill, Woodworking, & Paper Mach Mfg","333243 | Sawmill, Woodworking, & Paper Mach Mfg","333243 - Sawmill, Woodworking, and Paper Machinery Manufacturing",exact,152.45872,295.488
322212,Folding Paperboard Box Manufacturing,Folding Paperbd Box Mfg,322212 | Folding Paperbd Box Mfg,322212 - Folding Paperboard Box Manufacturing,exact,151.9925,368.17462
332618,Other Fabricated Wire Product Manufacturing,Other Fab Wire Prod Mfg,332618 | Other Fab Wire Prod Mfg,332618 - Other Fabricated Wire Product Manufacturing,exact,150.43875,276.7647
335311,"Power, Distribution, and Specialty Transformer Manufacturing","Power, Distribution, & Specialty Tran...","335311 | Power, Distribution, & Specialty Tran...","335311 - Power, Distribution, and Specialty Transformer Manufacturing",exact,149.52625,311.65778
333922,Conveyor and Conveying Equipment Manufacturing,Conveyor & Conveying Equip Mfg,333922 | Conveyor & Conveying Equip Mfg,333922 - Conveyor and Conveying Equipment Manufacturing,exact,149.4302,274.88284
332311,Prefabricated Metal Building and Component Manufacturing,Prefabricated Metal Building & Compon...,332311 | Prefabricated Metal Building & Compon...,332311 - Prefabricated Metal Building and Component Manufacturing,exact,149.26703,314.86877
332216,Saw Blade and Handtool Manufacturing,Saw Blade & H&tool Mfg,332216 | Saw Blade & H&tool Mfg,332216 - Saw Blade and Handtool Manufacturing,exact,149.20068,256.92322
327215,Glass Product Manufacturing Made of Purchased Glass,Glass Prod Mfg Made of Purchased Glass,327215 | Glass Prod Mfg Made of Purchased Glass,327215 - Glass Product Manufacturing Made of Purchased Glass,exact,148.86623,280.1515
336370,Motor Vehicle Metal Stamping,Motor Vehicle Metal Stamping,336370 | Motor Vehicle Metal Stamping,336370 - Motor Vehicle Metal Stamping,exact,148.27507,395.6749
335931,Current-Carrying Wiring Device Manufacturing,Current-Carrying Wiring Device Mfg,335931 | Current-Carrying Wiring Device Mfg,335931 - Current-Carrying Wiring Device Manufacturing,exact,147.23615,300.63498
321999,All Other Miscellaneous Wood Product Manufacturing,All Other Misc Wood Prod Mfg,321999 | All Other Misc Wood Prod Mfg,321999 - All Other Miscellaneous Wood Product Manufacturing,exact,147.23029,271.46396
314110,Carpet and Rug Mills,Carpet & Rug Mills,314110 | Carpet & Rug Mills,314110 - Carpet and Rug Mills,exact,146.48135,357.60733
337125,Household and Institutional Furniture ManufacturingT,Household & Institutional Furn MfgT,337125 | Household & Institutional Furn MfgT,337125 - Household and Institutional Furniture ManufacturingT,prefix_5_digit,145.55145,321.61
333613,Mechanical Power Transmission Equipment Manufacturing,Mechanical Power Transmission Equip Mfg,333613 | Mechanical Power Transmission Equip Mfg,333613 - Mechanical Power Transmission Equipment Manufacturing,exact,145.53445,270.5449
333994,Industrial Process Furnace and Oven Manufacturing,Industrial Process Furnace & Oven Mfg,333994 | Industrial Process Furnace & Oven Mfg,333994 - Industrial Process Furnace and Oven Manufacturing,exact,145.11351,272.42587
332114,Custom Roll Forming,Custom Roll Forming,332114 | Custom Roll Forming,332114 - Custom Roll Forming,exact,144.6793,312.44318
322230,Stationery Product Manufacturing,Stationery Prod Mfg,322230 | Stationery Prod Mfg,322230 - Stationery Product Manufacturing,exact,144.35402,393.0723
311830,Tortilla Manufacturing,Tortilla Mfg,311830 | Tortilla Mfg,311830 - Tortilla Manufacturing,exact,143.74736,244.01633
332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,All Other Misc Fab Metal Prod Mfg,332999 | All Other Misc Fab Metal Prod Mfg,332999 - All Other Miscellaneous Fabricated Metal Product Manufacturing,exact,143.60103,214.30818
339999,All Other Miscellaneous Manufacturing,All Other Misc Mfg,339999 | All Other Misc Mfg,339999 - All Other Miscellaneous Manufacturing,exact,143.46007,223.5994
339991,"Gasket, Packing, and Sealing Device Manufacturing","Gasket, Packing, & Sealing Device Mfg","339991 | Gasket, Packing, & Sealing Device Mfg","339991 - Gasket, Packing, and Sealing Device Manufacturing",exact,142.85022,257.4109
331529,Other Nonferrous Metal Foundries (except Die-Casting),Other Nonferrous Metal Foundries (exc...,331529 | Other Nonferrous Metal Foundries (exc...,331529 - Other Nonferrous Metal Foundries (except Die-Casting),exact,142.06424,260.41016
332993,Ammunition (except Small Arms) Manufacturing,Ammunition (except Small Arms) Mfg,332993 | Ammunition (except Small Arms) Mfg,332993 - Ammunition (except Small Arms) Manufacturing,exact,141.80975,223.89369
326199,All Other Plastics Product Manufacturing,All Other Plast Prod Mfg,326199 | All Other Plast Prod Mfg,326199 - All Other Plastics Product Manufacturing,exact,140.41289,275.82224
332420,Metal Tank (Heavy Gauge) Manufacturing,Metal Tank (Heavy Gauge) Mfg,332420 | Metal Tank (Heavy Gauge) Mfg,332420 - Metal Tank (Heavy Gauge) Manufacturing,exact,139.3411,267.10257
339993,"Fastener, Button, Needle, and Pin Manufacturing","Fastener, Button, Needle, & Pin Mfg","339993 | Fastener, Button, Needle, & Pin Mfg","339993 - Fastener, Button, Needle, and Pin Manufacturing",exact,138.9927,305.40106
334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",Automatic Environmental Control Mfg f...,334512 | Automatic Environmental Control Mfg f...,"334512 - Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",exact,138.62831,254.60619
332117,Powder Metallurgy Part Manufacturing,Powder Metallurgy Part Mfg,332117 | Powder Metallurgy Part Mfg,332117 - Powder Metallurgy Part Manufacturing,exact,138.50415,254.9127
333997,All Other General Purpose Machinery ManufacturingT,All Other General Purpose Mach MfgT,333997 | All Other General Purpose Mach MfgT,333997 - All Other General Purpose Machinery ManufacturingT,prefix_5_digit,138.45288,295.13074
332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers","Metal Coating, Engraving (except Jewe...","332812 | Metal Coating, Engraving (except Jewe...","332812 - Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",exact,137.89986,289.26492
311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing","Frozen Cakes, Pies, & Other Pastries Mfg","311813 | Frozen Cakes, Pies, & Other Pastries Mfg","311813 - Frozen Cakes, Pies, and Other Pastries Manufacturing",exact,137.65483,271.2797
327390,Other Concrete Product Manufacturing,Other Concrete Prod Mfg,327390 | Other Concrete Prod Mfg,327390 - Other Concrete Product Manufacturing,exact,137.57272,217.24948
